"","lon","lat","group","county"
"356",-124.217247009277,42.8916206359863,8,"curry"
"357",-124.165679931641,42.8744316101074,8,"curry"
"358",-124.148498535156,42.8572463989258,8,"curry"
"359",-124.148498535156,42.817138671875,8,"curry"
"360",-124.177139282227,42.817138671875,8,"curry"
"361",-124.177139282227,42.7827568054199,8,"curry"
"362",-124.154220581055,42.7827568054199,8,"curry"
"363",-124.154220581055,42.7426528930664,8,"curry"
"364",-124.142761230469,42.7197341918945,8,"curry"
"365",-124.142761230469,42.6681671142578,8,"curry"
"366",-124.12557220459,42.6681671142578,8,"curry"
"367",-124.119850158691,42.6738967895508,8,"curry"
"368",-124.01099395752,42.6796264648438,8,"curry"
"369",-124.005256652832,42.6968154907227,8,"curry"
"370",-123.959419250488,42.7369194030762,8,"curry"
"371",-123.936500549316,42.7369194030762,8,"curry"
"372",-123.936500549316,42.759838104248,8,"curry"
"373",-123.856285095215,42.7827568054199,8,"curry"
"374",-123.833366394043,42.7827568054199,8,"curry"
"375",-123.816177368164,42.811408996582,8,"curry"
"377",-121.32381439209,43.6135482788086,9,"deschutes"
"378",-122.011360168457,43.6135482788086,9,"deschutes"
"379",-122.005630493164,43.6250038146973,9,"deschutes"
"380",-121.971252441406,43.6307373046875,9,"deschutes"
"381",-121.971252441406,43.665111541748,9,"deschutes"
"382",-121.948341369629,43.6880302429199,9,"deschutes"
"383",-121.999908447266,43.7453269958496,9,"deschutes"
"384",-121.98844909668,43.7911643981934,9,"deschutes"
"385",-122.011360168457,43.8255424499512,9,"deschutes"
"386",-121.95979309082,43.8484573364258,9,"deschutes"
"387",-121.971252441406,43.8828392028809,9,"deschutes"
"388",-121.936882019043,43.9057579040527,9,"deschutes"
"389",-121.908233642578,43.9000282287598,9,"deschutes"
"390",-121.850929260254,43.9344024658203,9,"deschutes"
"391",-121.822280883789,43.9687843322754,9,"deschutes"
"392",-121.816558837891,44.0318031311035,9,"deschutes"
"393",-121.78791809082,44.0489959716797,9,"deschutes"
"394",-121.770713806152,44.0719146728516,9,"deschutes"
"395",-121.764991760254,44.1005592346191,9,"deschutes"
"396",-121.78791809082,44.123477935791,9,"deschutes"
"397",-121.759254455566,44.1865043640137,9,"deschutes"
"398",-121.764991760254,44.2323417663574,9,"deschutes"
"399",-121.78791809082,44.2552604675293,9,"deschutes"
"400",-121.816558837891,44.2724494934082,9,"deschutes"
"401",-121.845207214355,44.2781791687012,9,"deschutes"
"402",-121.83374786377,44.2953681945801,9,"deschutes"
"403",-121.839469909668,44.3412017822266,9,"deschutes"
"404",-121.850929260254,44.3641204833984,9,"deschutes"
"405",-121.845207214355,44.3927688598633,9,"deschutes"
"406",-121.111824035645,44.3870391845703,9,"deschutes"
"407",-121.111824035645,44.318286895752,9,"deschutes"
"408",-121.111824035645,44.2266120910645,9,"deschutes"
"409",-121.088897705078,44.2151527404785,9,"deschutes"
"410",-121.088897705078,44.134937286377,9,"deschutes"
"411",-120.980041503906,44.1292114257812,9,"deschutes"
"412",-120.980041503906,43.9573211669922,9,"deschutes"
"413",-120.739395141602,43.9515914916992,9,"deschutes"
"414",-120.739395141602,43.859920501709,9,"deschutes"
"415",-120.384162902832,43.859920501709,9,"deschutes"
"416",-120.378433227539,43.7797050476074,9,"deschutes"
"417",-120.252380371094,43.7797050476074,9,"deschutes"
"418",-120.246658325195,43.6880302429199,9,"deschutes"
"419",-119.885696411133,43.6880302429199,9,"deschutes"
"420",-119.885696411133,43.6078186035156,9,"deschutes"
"421",-120.378433227539,43.6078186035156,9,"deschutes"
"422",-120.384162902832,43.5963592529297,9,"deschutes"
"423",-120.71647644043,43.5963592529297,9,"deschutes"
"424",-120.722213745117,43.6020851135254,9,"deschutes"
"425",-120.95711517334,43.6135482788086,9,"deschutes"
"426",-121.32381439209,43.6135482788086,9,"deschutes"
"428",-123.718780517578,42.7713012695312,10,"douglas"
"429",-123.816177368164,42.811408996582,10,"douglas"
"430",-123.816177368164,42.9832916259766,10,"douglas"
"431",-123.764610290527,42.9890213012695,10,"douglas"
"432",-123.758888244629,43.0749664306641,10,"douglas"
"433",-123.690124511719,43.0978851318359,10,"douglas"
"434",-123.690124511719,43.1322631835938,10,"douglas"
"435",-123.707321166992,43.1379928588867,10,"douglas"
"436",-123.695861816406,43.2525825500488,10,"douglas"
"437",-123.764610290527,43.2583122253418,10,"douglas"
"438",-123.764610290527,43.4302024841309,10,"douglas"
"439",-123.816177368164,43.4302024841309,10,"douglas"
"440",-123.816177368164,43.5104141235352,10,"douglas"
"441",-123.867744445801,43.5218734741211,10,"douglas"
"442",-123.873474121094,43.6020851135254,10,"douglas"
"443",-124.177139282227,43.6020851135254,10,"douglas"
"444",-124.165679931641,43.6364669799805,10,"douglas"
"445",-124.165679931641,43.665111541748,10,"douglas"
"446",-124.142761230469,43.682300567627,10,"douglas"
"447",-124.154220581055,43.7109489440918,10,"douglas"
"448",-124.137031555176,43.8198127746582,10,"douglas"
"449",-124.131309509277,43.8484573364258,10,"douglas"
"450",-123.953681945801,43.8484573364258,10,"douglas"
"451",-123.936500549316,43.859920501709,10,"douglas"
"452",-123.88493347168,43.9000282287598,10,"douglas"
"453",-123.856285095215,43.9057579040527,10,"douglas"
"454",-123.856285095215,43.9172134399414,10,"douglas"
"455",-123.816177368164,43.9344024658203,10,"douglas"
"456",-123.695861816406,43.9401321411133,10,"douglas"
"457",-123.655754089355,43.9114837646484,10,"douglas"
"458",-123.621368408203,43.9114837646484,10,"douglas"
"459",-123.615646362305,43.8771095275879,10,"douglas"
"460",-123.575538635254,43.8828392028809,10,"douglas"
"461",-123.575538635254,43.859920501709,10,"douglas"
"462",-123.523971557617,43.859920501709,10,"douglas"
"463",-123.523971557617,43.8255424499512,10,"douglas"
"464",-123.478141784668,43.8255424499512,10,"douglas"
"465",-123.466682434082,43.8026237487793,10,"douglas"
"466",-123.34635925293,43.7968940734863,10,"douglas"
"467",-123.34635925293,43.7739753723145,10,"douglas"
"468",-123.140090942383,43.7739753723145,10,"douglas"
"469",-123.140090942383,43.6020851135254,10,"douglas"
"470",-123.111442565918,43.5963592529297,10,"douglas"
"471",-123.10572052002,43.533332824707,10,"douglas"
"472",-122.744743347168,43.533332824707,10,"douglas"
"473",-122.733291625977,43.4302024841309,10,"douglas"
"474",-122.515563964844,43.4302024841309,10,"douglas"
"475",-122.509841918945,43.4416580200195,10,"douglas"
"476",-122.234817504883,43.4416580200195,10,"douglas"
"477",-122.22908782959,43.4302024841309,10,"douglas"
"478",-122.183242797852,43.4187393188477,10,"douglas"
"479",-122.137413024902,43.4302024841309,10,"douglas"
"480",-122.120231628418,43.4302024841309,10,"douglas"
"481",-122.068664550781,43.3958206176758,10,"douglas"
"482",-122.045738220215,43.3614463806152,10,"douglas"
"483",-122.011360168457,43.3499870300293,10,"douglas"
"484",-122.017097473145,43.3156089782715,10,"douglas"
"485",-121.999908447266,43.3041496276855,10,"douglas"
"486",-122.011360168457,43.2755012512207,10,"douglas"
"487",-121.982711791992,43.2525825500488,10,"douglas"
"488",-122.045738220215,43.212474822998,10,"douglas"
"489",-122.068664550781,43.1322631835938,10,"douglas"
"490",-122.091567993164,43.1036148071289,10,"douglas"
