"","date","county","state","fips","cases","deaths"
"986",2020-04-21,"Jackson","Oregon","41029",48,0
"987",2020-04-21,"Jefferson","Oregon","41031",1,0
"988",2020-04-21,"Josephine","Oregon","41033",19,1
"989",2020-04-21,"Klamath","Oregon","41035",33,0
"990",2020-04-21,"Lane","Oregon","41039",48,1
"991",2020-04-21,"Lincoln","Oregon","41041",5,0
"992",2020-04-21,"Linn","Oregon","41043",62,6
"993",2020-04-21,"Malheur","Oregon","41045",5,0
"994",2020-04-21,"Marion","Oregon","41047",381,14
"995",2020-04-21,"Morrow","Oregon","41049",5,0
"996",2020-04-21,"Multnomah","Oregon","41051",542,29
"997",2020-04-21,"Polk","Oregon","41053",33,1
"998",2020-04-21,"Sherman","Oregon","41055",1,0
"999",2020-04-21,"Tillamook","Oregon","41057",6,0
"1000",2020-04-21,"Umatilla","Oregon","41059",29,0
"1001",2020-04-21,"Union","Oregon","41061",4,0
"1002",2020-04-21,"Wallowa","Oregon","41063",1,0
"1003",2020-04-21,"Wasco","Oregon","41065",11,0
"1004",2020-04-21,"Washington","Oregon","41067",415,10
"1005",2020-04-21,"Yamhill","Oregon","41071",34,6
"1006",2020-04-22,"Benton","Oregon","41003",27,5
"1007",2020-04-22,"Clackamas","Oregon","41005",183,5
"1008",2020-04-22,"Clatsop","Oregon","41007",6,0
"1009",2020-04-22,"Columbia","Oregon","41009",14,0
"1010",2020-04-22,"Coos","Oregon","41011",3,0
"1011",2020-04-22,"Crook","Oregon","41013",1,0
"1012",2020-04-22,"Curry","Oregon","41015",4,0
"1013",2020-04-22,"Deschutes","Oregon","41017",66,0
"1014",2020-04-22,"Douglas","Oregon","41019",23,0
"1015",2020-04-22,"Grant","Oregon","41023",1,0
"1016",2020-04-22,"Hood River","Oregon","41027",4,0
"1017",2020-04-22,"Jackson","Oregon","41029",48,0
"1018",2020-04-22,"Jefferson","Oregon","41031",2,0
"1019",2020-04-22,"Josephine","Oregon","41033",19,1
"1020",2020-04-22,"Klamath","Oregon","41035",33,0
"1021",2020-04-22,"Lane","Oregon","41039",48,1
"1022",2020-04-22,"Lincoln","Oregon","41041",5,0
"1023",2020-04-22,"Linn","Oregon","41043",63,6
"1024",2020-04-22,"Malheur","Oregon","41045",5,0
"1025",2020-04-22,"Marion","Oregon","41047",388,14
"1026",2020-04-22,"Morrow","Oregon","41049",5,0
"1027",2020-04-22,"Multnomah","Oregon","41051",566,29
"1028",2020-04-22,"Polk","Oregon","41053",33,1
"1029",2020-04-22,"Sherman","Oregon","41055",1,0
"1030",2020-04-22,"Tillamook","Oregon","41057",6,0
"1031",2020-04-22,"Umatilla","Oregon","41059",29,0
"1032",2020-04-22,"Union","Oregon","41061",4,0
"1033",2020-04-22,"Wallowa","Oregon","41063",1,0
"1034",2020-04-22,"Wasco","Oregon","41065",11,0
"1035",2020-04-22,"Washington","Oregon","41067",425,10
"1036",2020-04-22,"Yamhill","Oregon","41071",35,6
"1037",2020-04-23,"Benton","Oregon","41003",27,5
"1038",2020-04-23,"Clackamas","Oregon","41005",191,6
"1039",2020-04-23,"Clatsop","Oregon","41007",6,0
"1040",2020-04-23,"Columbia","Oregon","41009",14,0
"1041",2020-04-23,"Coos","Oregon","41011",4,0
"1042",2020-04-23,"Crook","Oregon","41013",1,0
"1043",2020-04-23,"Curry","Oregon","41015",4,0
"1044",2020-04-23,"Deschutes","Oregon","41017",70,0
"1045",2020-04-23,"Douglas","Oregon","41019",24,0
"1046",2020-04-23,"Grant","Oregon","41023",1,0
"1047",2020-04-23,"Hood River","Oregon","41027",5,0
"1048",2020-04-23,"Jackson","Oregon","41029",48,0
"1049",2020-04-23,"Jefferson","Oregon","41031",2,0
"1050",2020-04-23,"Josephine","Oregon","41033",19,1
"1051",2020-04-23,"Klamath","Oregon","41035",36,0
"1052",2020-04-23,"Lane","Oregon","41039",48,1
"1053",2020-04-23,"Lincoln","Oregon","41041",5,0
"1054",2020-04-23,"Linn","Oregon","41043",67,6
"1055",2020-04-23,"Malheur","Oregon","41045",6,0
"1056",2020-04-23,"Marion","Oregon","41047",397,14
"1057",2020-04-23,"Morrow","Oregon","41049",5,0
"1058",2020-04-23,"Multnomah","Oregon","41051",582,33
"1059",2020-04-23,"Polk","Oregon","41053",33,1
"1060",2020-04-23,"Sherman","Oregon","41055",1,0
"1061",2020-04-23,"Tillamook","Oregon","41057",6,0
"1062",2020-04-23,"Umatilla","Oregon","41059",30,0
"1063",2020-04-23,"Union","Oregon","41061",4,0
"1064",2020-04-23,"Wallowa","Oregon","41063",1,0
"1065",2020-04-23,"Wasco","Oregon","41065",12,0
"1066",2020-04-23,"Washington","Oregon","41067",443,10
"1067",2020-04-23,"Yamhill","Oregon","41071",35,6
"1068",2020-04-24,"Benton","Oregon","41003",27,5
"1069",2020-04-24,"Clackamas","Oregon","41005",196,6
"1070",2020-04-24,"Clatsop","Oregon","41007",6,0
"1071",2020-04-24,"Columbia","Oregon","41009",14,0
"1072",2020-04-24,"Coos","Oregon","41011",4,0
"1073",2020-04-24,"Crook","Oregon","41013",1,0
"1074",2020-04-24,"Curry","Oregon","41015",4,0
"1075",2020-04-24,"Deschutes","Oregon","41017",70,0
"1076",2020-04-24,"Douglas","Oregon","41019",23,0
"1077",2020-04-24,"Grant","Oregon","41023",1,0
"1078",2020-04-24,"Hood River","Oregon","41027",5,0
"1079",2020-04-24,"Jackson","Oregon","41029",48,0
"1080",2020-04-24,"Jefferson","Oregon","41031",2,0
"1081",2020-04-24,"Josephine","Oregon","41033",19,1
"1082",2020-04-24,"Klamath","Oregon","41035",36,0
"1083",2020-04-24,"Lane","Oregon","41039",50,1
"1084",2020-04-24,"Lincoln","Oregon","41041",5,0
"1085",2020-04-24,"Linn","Oregon","41043",67,7
"1086",2020-04-24,"Malheur","Oregon","41045",6,0
"1087",2020-04-24,"Marion","Oregon","41047",417,14
"1088",2020-04-24,"Morrow","Oregon","41049",5,0
"1089",2020-04-24,"Multnomah","Oregon","41051",596,35
"1090",2020-04-24,"Polk","Oregon","41053",33,1
"1091",2020-04-24,"Sherman","Oregon","41055",1,0
"1092",2020-04-24,"Tillamook","Oregon","41057",6,0
"1093",2020-04-24,"Umatilla","Oregon","41059",32,0
"1094",2020-04-24,"Union","Oregon","41061",4,0
"1095",2020-04-24,"Wallowa","Oregon","41063",1,0
"1096",2020-04-24,"Wasco","Oregon","41065",12,0
"1097",2020-04-24,"Washington","Oregon","41067",451,10
"1098",2020-04-24,"Yamhill","Oregon","41071",35,6
"1099",2020-04-25,"Benton","Oregon","41003",28,5
"1100",2020-04-25,"Clackamas","Oregon","41005",201,6
"1101",2020-04-25,"Clatsop","Oregon","41007",6,0
"1102",2020-04-25,"Columbia","Oregon","41009",14,0
"1103",2020-04-25,"Coos","Oregon","41011",8,0
"1104",2020-04-25,"Crook","Oregon","41013",1,0
"1105",2020-04-25,"Curry","Oregon","41015",4,0
"1106",2020-04-25,"Deschutes","Oregon","41017",71,0
"1107",2020-04-25,"Douglas","Oregon","41019",23,0
"1108",2020-04-25,"Grant","Oregon","41023",1,0
"1109",2020-04-25,"Hood River","Oregon","41027",5,0
"1110",2020-04-25,"Jackson","Oregon","41029",49,0
"1111",2020-04-25,"Jefferson","Oregon","41031",5,0
"1112",2020-04-25,"Josephine","Oregon","41033",19,1
"1113",2020-04-25,"Klamath","Oregon","41035",36,0
"1114",2020-04-25,"Lane","Oregon","41039",50,2
"1115",2020-04-25,"Lincoln","Oregon","41041",5,0
"1116",2020-04-25,"Linn","Oregon","41043",71,7
"1117",2020-04-25,"Malheur","Oregon","41045",6,0
"1118",2020-04-25,"Marion","Oregon","41047",432,14
"1119",2020-04-25,"Morrow","Oregon","41049",5,0
"1120",2020-04-25,"Multnomah","Oregon","41051",623,35
"1121",2020-04-25,"Polk","Oregon","41053",37,1
"1122",2020-04-25,"Sherman","Oregon","41055",1,0
"1123",2020-04-25,"Tillamook","Oregon","41057",6,0
"1124",2020-04-25,"Umatilla","Oregon","41059",35,0
"1125",2020-04-25,"Union","Oregon","41061",4,0
"1126",2020-04-25,"Wallowa","Oregon","41063",1,0
"1127",2020-04-25,"Wasco","Oregon","41065",12,0
"1128",2020-04-25,"Washington","Oregon","41067",459,10
"1129",2020-04-25,"Yamhill","Oregon","41071",35,6
"1130",2020-04-26,"Benton","Oregon","41003",29,5
"1131",2020-04-26,"Clackamas","Oregon","41005",204,6
"1132",2020-04-26,"Clatsop","Oregon","41007",6,0
"1133",2020-04-26,"Columbia","Oregon","41009",14,0
"1134",2020-04-26,"Coos","Oregon","41011",12,0
"1135",2020-04-26,"Crook","Oregon","41013",1,0
"1136",2020-04-26,"Curry","Oregon","41015",4,0
"1137",2020-04-26,"Deschutes","Oregon","41017",73,0
"1138",2020-04-26,"Douglas","Oregon","41019",23,0
"1139",2020-04-26,"Grant","Oregon","41023",1,0
"1140",2020-04-26,"Hood River","Oregon","41027",5,0
"1141",2020-04-26,"Jackson","Oregon","41029",49,0
"1142",2020-04-26,"Jefferson","Oregon","41031",6,0
"1143",2020-04-26,"Josephine","Oregon","41033",20,1
"1144",2020-04-26,"Klamath","Oregon","41035",36,0
"1145",2020-04-26,"Lane","Oregon","41039",50,2
"1146",2020-04-26,"Lincoln","Oregon","41041",5,0
"1147",2020-04-26,"Linn","Oregon","41043",74,7
"1148",2020-04-26,"Malheur","Oregon","41045",6,0
"1149",2020-04-26,"Marion","Oregon","41047",436,15
"1150",2020-04-26,"Morrow","Oregon","41049",5,0
"1151",2020-04-26,"Multnomah","Oregon","41051",652,37
"1152",2020-04-26,"Polk","Oregon","41053",38,1
"1153",2020-04-26,"Sherman","Oregon","41055",1,0
"1154",2020-04-26,"Tillamook","Oregon","41057",6,0
"1155",2020-04-26,"Umatilla","Oregon","41059",36,0
"1156",2020-04-26,"Union","Oregon","41061",4,0
"1157",2020-04-26,"Wallowa","Oregon","41063",1,0
"1158",2020-04-26,"Wasco","Oregon","41065",12,1
"1159",2020-04-26,"Washington","Oregon","41067",466,10
"1160",2020-04-26,"Yamhill","Oregon","41071",36,6
"1161",2020-04-27,"Benton","Oregon","41003",29,5
"1162",2020-04-27,"Clackamas","Oregon","41005",204,6
"1163",2020-04-27,"Clatsop","Oregon","41007",6,0
"1164",2020-04-27,"Columbia","Oregon","41009",14,0
"1165",2020-04-27,"Coos","Oregon","41011",14,0
"1166",2020-04-27,"Crook","Oregon","41013",1,0
"1167",2020-04-27,"Curry","Oregon","41015",4,0
"1168",2020-04-27,"Deschutes","Oregon","41017",75,0
"1169",2020-04-27,"Douglas","Oregon","41019",23,0
"1170",2020-04-27,"Grant","Oregon","41023",1,0
"1171",2020-04-27,"Hood River","Oregon","41027",5,0
"1172",2020-04-27,"Jackson","Oregon","41029",49,0
"1173",2020-04-27,"Jefferson","Oregon","41031",6,0
"1174",2020-04-27,"Josephine","Oregon","41033",20,1
"1175",2020-04-27,"Klamath","Oregon","41035",36,0
"1176",2020-04-27,"Lane","Oregon","41039",50,2
"1177",2020-04-27,"Lincoln","Oregon","41041",5,0
"1178",2020-04-27,"Linn","Oregon","41043",79,7
"1179",2020-04-27,"Malheur","Oregon","41045",7,0
"1180",2020-04-27,"Marion","Oregon","41047",447,15
"1181",2020-04-27,"Morrow","Oregon","41049",5,0
"1182",2020-04-27,"Multnomah","Oregon","41051",664,37
"1183",2020-04-27,"Polk","Oregon","41053",38,1
"1184",2020-04-27,"Sherman","Oregon","41055",1,0
"1185",2020-04-27,"Tillamook","Oregon","41057",6,0
"1186",2020-04-27,"Umatilla","Oregon","41059",36,0
"1187",2020-04-27,"Union","Oregon","41061",4,0
"1188",2020-04-27,"Wallowa","Oregon","41063",1,0
"1189",2020-04-27,"Wasco","Oregon","41065",12,1
"1190",2020-04-27,"Washington","Oregon","41067",475,11
"1191",2020-04-27,"Yamhill","Oregon","41071",37,6
"1192",2020-04-28,"Benton","Oregon","41003",29,5
"1193",2020-04-28,"Clackamas","Oregon","41005",205,7
"1194",2020-04-28,"Clatsop","Oregon","41007",6,0
"1195",2020-04-28,"Columbia","Oregon","41009",14,0
"1196",2020-04-28,"Coos","Oregon","41011",15,0
"1197",2020-04-28,"Crook","Oregon","41013",1,0
"1198",2020-04-28,"Curry","Oregon","41015",4,0
"1199",2020-04-28,"Deschutes","Oregon","41017",75,0
"1200",2020-04-28,"Douglas","Oregon","41019",23,0
"1201",2020-04-28,"Grant","Oregon","41023",1,0
"1202",2020-04-28,"Harney","Oregon","41025",1,0
"1203",2020-04-28,"Hood River","Oregon","41027",5,0
"1204",2020-04-28,"Jackson","Oregon","41029",49,0
"1205",2020-04-28,"Jefferson","Oregon","41031",6,0
"1206",2020-04-28,"Josephine","Oregon","41033",20,1
"1207",2020-04-28,"Klamath","Oregon","41035",37,0
"1208",2020-04-28,"Lane","Oregon","41039",50,2
"1209",2020-04-28,"Lincoln","Oregon","41041",5,0
"1210",2020-04-28,"Linn","Oregon","41043",81,7
"1211",2020-04-28,"Malheur","Oregon","41045",7,0
"1212",2020-04-28,"Marion","Oregon","41047",456,17
"1213",2020-04-28,"Morrow","Oregon","41049",6,0
"1214",2020-04-28,"Multnomah","Oregon","41051",677,40
"1215",2020-04-28,"Polk","Oregon","41053",38,1
"1216",2020-04-28,"Sherman","Oregon","41055",1,0
"1217",2020-04-28,"Tillamook","Oregon","41057",6,0
"1218",2020-04-28,"Umatilla","Oregon","41059",37,0
"1219",2020-04-28,"Union","Oregon","41061",4,0
"1220",2020-04-28,"Wallowa","Oregon","41063",1,0
"1221",2020-04-28,"Wasco","Oregon","41065",13,1
"1222",2020-04-28,"Washington","Oregon","41067",474,11
"1223",2020-04-28,"Yamhill","Oregon","41071",38,7
"1224",2020-04-29,"Benton","Oregon","41003",29,5
"1225",2020-04-29,"Clackamas","Oregon","41005",206,7
"1226",2020-04-29,"Clatsop","Oregon","41007",6,0
"1227",2020-04-29,"Columbia","Oregon","41009",14,0
"1228",2020-04-29,"Coos","Oregon","41011",15,0
"1229",2020-04-29,"Crook","Oregon","41013",1,0
"1230",2020-04-29,"Curry","Oregon","41015",4,0
"1231",2020-04-29,"Deschutes","Oregon","41017",75,0
"1232",2020-04-29,"Douglas","Oregon","41019",23,0
"1233",2020-04-29,"Grant","Oregon","41023",1,0
"1234",2020-04-29,"Harney","Oregon","41025",1,0
"1235",2020-04-29,"Hood River","Oregon","41027",6,0
"1236",2020-04-29,"Jackson","Oregon","41029",49,0
"1237",2020-04-29,"Jefferson","Oregon","41031",10,0
"1238",2020-04-29,"Josephine","Oregon","41033",20,1
"1239",2020-04-29,"Klamath","Oregon","41035",37,0
"1240",2020-04-29,"Lane","Oregon","41039",50,2
"1241",2020-04-29,"Lincoln","Oregon","41041",5,0
"1242",2020-04-29,"Linn","Oregon","41043",82,7
"1243",2020-04-29,"Malheur","Oregon","41045",7,0
"1244",2020-04-29,"Marion","Oregon","41047",474,17
"1245",2020-04-29,"Morrow","Oregon","41049",6,0
"1246",2020-04-29,"Multnomah","Oregon","41051",696,42
"1247",2020-04-29,"Polk","Oregon","41053",39,1
"1248",2020-04-29,"Sherman","Oregon","41055",1,0
"1249",2020-04-29,"Tillamook","Oregon","41057",6,0
"1250",2020-04-29,"Umatilla","Oregon","41059",45,0
"1251",2020-04-29,"Union","Oregon","41061",4,0
"1252",2020-04-29,"Wallowa","Oregon","41063",1,0
"1253",2020-04-29,"Wasco","Oregon","41065",13,1
"1254",2020-04-29,"Washington","Oregon","41067",481,11
"1255",2020-04-29,"Yamhill","Oregon","41071",39,7
"1256",2020-04-30,"Benton","Oregon","41003",30,5
"1257",2020-04-30,"Clackamas","Oregon","41005",214,7
"1258",2020-04-30,"Clatsop","Oregon","41007",6,0
"1259",2020-04-30,"Columbia","Oregon","41009",14,0
"1260",2020-04-30,"Coos","Oregon","41011",20,0
"1261",2020-04-30,"Crook","Oregon","41013",1,0
"1262",2020-04-30,"Curry","Oregon","41015",4,0
"1263",2020-04-30,"Deschutes","Oregon","41017",76,0
"1264",2020-04-30,"Douglas","Oregon","41019",23,0
"1265",2020-04-30,"Grant","Oregon","41023",1,0
"1266",2020-04-30,"Harney","Oregon","41025",1,0
"1267",2020-04-30,"Hood River","Oregon","41027",6,0
"1268",2020-04-30,"Jackson","Oregon","41029",49,0
"1269",2020-04-30,"Jefferson","Oregon","41031",10,0
"1270",2020-04-30,"Josephine","Oregon","41033",20,1
"1271",2020-04-30,"Klamath","Oregon","41035",38,0
"1272",2020-04-30,"Lane","Oregon","41039",50,2
"1273",2020-04-30,"Lincoln","Oregon","41041",5,0
"1274",2020-04-30,"Linn","Oregon","41043",86,7
"1275",2020-04-30,"Malheur","Oregon","41045",8,0
"1276",2020-04-30,"Marion","Oregon","41047",491,18
"1277",2020-04-30,"Morrow","Oregon","41049",6,0
"1278",2020-04-30,"Multnomah","Oregon","41051",707,43
"1279",2020-04-30,"Polk","Oregon","41053",39,1
"1280",2020-04-30,"Sherman","Oregon","41055",1,0
"1281",2020-04-30,"Tillamook","Oregon","41057",6,0
"1282",2020-04-30,"Umatilla","Oregon","41059",50,0
"1283",2020-04-30,"Union","Oregon","41061",4,0
"1284",2020-04-30,"Wallowa","Oregon","41063",1,0
"1285",2020-04-30,"Wasco","Oregon","41065",13,1
"1286",2020-04-30,"Washington","Oregon","41067",491,11
"1287",2020-04-30,"Yamhill","Oregon","41071",39,7
"1288",2020-05-01,"Benton","Oregon","41003",32,5
"1289",2020-05-01,"Clackamas","Oregon","41005",222,7
"1290",2020-05-01,"Clatsop","Oregon","41007",7,0
"1291",2020-05-01,"Columbia","Oregon","41009",14,0
"1292",2020-05-01,"Coos","Oregon","41011",21,0
"1293",2020-05-01,"Crook","Oregon","41013",1,0
"1294",2020-05-01,"Curry","Oregon","41015",4,0
"1295",2020-05-01,"Deschutes","Oregon","41017",76,0
"1296",2020-05-01,"Douglas","Oregon","41019",24,0
"1297",2020-05-01,"Grant","Oregon","41023",1,0
"1298",2020-05-01,"Harney","Oregon","41025",1,0
"1299",2020-05-01,"Hood River","Oregon","41027",6,0
"1300",2020-05-01,"Jackson","Oregon","41029",49,0
"1301",2020-05-01,"Jefferson","Oregon","41031",10,0
"1302",2020-05-01,"Josephine","Oregon","41033",21,1
"1303",2020-05-01,"Klamath","Oregon","41035",39,0
"1304",2020-05-01,"Lane","Oregon","41039",50,2
"1305",2020-05-01,"Lincoln","Oregon","41041",5,0
"1306",2020-05-01,"Linn","Oregon","41043",87,7
"1307",2020-05-01,"Malheur","Oregon","41045",10,0
"1308",2020-05-01,"Marion","Oregon","41047",508,18
"1309",2020-05-01,"Morrow","Oregon","41049",8,0
"1310",2020-05-01,"Multnomah","Oregon","41051",720,44
"1311",2020-05-01,"Polk","Oregon","41053",42,1
"1312",2020-05-01,"Sherman","Oregon","41055",1,0
"1313",2020-05-01,"Tillamook","Oregon","41057",6,0
"1314",2020-05-01,"Umatilla","Oregon","41059",57,0
"1315",2020-05-01,"Union","Oregon","41061",4,0
"1316",2020-05-01,"Wallowa","Oregon","41063",1,0
"1317",2020-05-01,"Wasco","Oregon","41065",13,1
"1318",2020-05-01,"Washington","Oregon","41067",500,11
"1319",2020-05-01,"Yamhill","Oregon","41071",39,7
"1320",2020-05-02,"Benton","Oregon","41003",32,5
"1321",2020-05-02,"Clackamas","Oregon","41005",224,7
"1322",2020-05-02,"Clatsop","Oregon","41007",7,0
"1323",2020-05-02,"Columbia","Oregon","41009",14,0
"1324",2020-05-02,"Coos","Oregon","41011",21,0
"1325",2020-05-02,"Crook","Oregon","41013",1,0
"1326",2020-05-02,"Curry","Oregon","41015",4,0
"1327",2020-05-02,"Deschutes","Oregon","41017",78,0
"1328",2020-05-02,"Douglas","Oregon","41019",24,0
"1329",2020-05-02,"Grant","Oregon","41023",1,0
"1330",2020-05-02,"Harney","Oregon","41025",1,0
"1331",2020-05-02,"Hood River","Oregon","41027",7,0
"1332",2020-05-02,"Jackson","Oregon","41029",49,0
"1333",2020-05-02,"Jefferson","Oregon","41031",13,0
"1334",2020-05-02,"Josephine","Oregon","41033",21,1
"1335",2020-05-02,"Klamath","Oregon","41035",39,0
"1336",2020-05-02,"Lane","Oregon","41039",54,2
"1337",2020-05-02,"Lincoln","Oregon","41041",5,0
"1338",2020-05-02,"Linn","Oregon","41043",87,7
"1339",2020-05-02,"Malheur","Oregon","41045",12,0
"1340",2020-05-02,"Marion","Oregon","41047",523,19
"1341",2020-05-02,"Morrow","Oregon","41049",9,0
"1342",2020-05-02,"Multnomah","Oregon","41051",734,46
"1343",2020-05-02,"Polk","Oregon","41053",41,2
"1344",2020-05-02,"Sherman","Oregon","41055",1,0
"1345",2020-05-02,"Tillamook","Oregon","41057",6,0
"1346",2020-05-02,"Umatilla","Oregon","41059",61,1
"1347",2020-05-02,"Union","Oregon","41061",4,0
"1348",2020-05-02,"Wallowa","Oregon","41063",1,0
"1349",2020-05-02,"Wasco","Oregon","41065",13,1
"1350",2020-05-02,"Washington","Oregon","41067",509,11
"1351",2020-05-02,"Yamhill","Oregon","41071",39,7
"1352",2020-05-03,"Benton","Oregon","41003",32,5
"1353",2020-05-03,"Clackamas","Oregon","41005",225,7
"1354",2020-05-03,"Clatsop","Oregon","41007",7,0
"1355",2020-05-03,"Columbia","Oregon","41009",14,0
"1356",2020-05-03,"Coos","Oregon","41011",25,0
"1357",2020-05-03,"Crook","Oregon","41013",1,0
"1358",2020-05-03,"Curry","Oregon","41015",4,0
"1359",2020-05-03,"Deschutes","Oregon","41017",78,0
"1360",2020-05-03,"Douglas","Oregon","41019",24,0
"1361",2020-05-03,"Grant","Oregon","41023",1,0
"1362",2020-05-03,"Harney","Oregon","41025",1,0
"1363",2020-05-03,"Hood River","Oregon","41027",9,0
"1364",2020-05-03,"Jackson","Oregon","41029",49,0
"1365",2020-05-03,"Jefferson","Oregon","41031",13,0
"1366",2020-05-03,"Josephine","Oregon","41033",22,1
"1367",2020-05-03,"Klamath","Oregon","41035",39,0
"1368",2020-05-03,"Lane","Oregon","41039",54,2
"1369",2020-05-03,"Lincoln","Oregon","41041",5,0
"1370",2020-05-03,"Linn","Oregon","41043",87,7
"1371",2020-05-03,"Malheur","Oregon","41045",13,0
"1372",2020-05-03,"Marion","Oregon","41047",544,19
"1373",2020-05-03,"Morrow","Oregon","41049",9,0
"1374",2020-05-03,"Multnomah","Oregon","41051",739,46
"1375",2020-05-03,"Polk","Oregon","41053",41,2
"1376",2020-05-03,"Sherman","Oregon","41055",1,0
"1377",2020-05-03,"Tillamook","Oregon","41057",6,0
"1378",2020-05-03,"Umatilla","Oregon","41059",64,1
"1379",2020-05-03,"Union","Oregon","41061",4,0
"1380",2020-05-03,"Wallowa","Oregon","41063",1,0
"1381",2020-05-03,"Wasco","Oregon","41065",13,1
"1382",2020-05-03,"Washington","Oregon","41067",516,11
"1383",2020-05-03,"Yamhill","Oregon","41071",39,7
"1384",2020-05-04,"Benton","Oregon","41003",36,5
"1385",2020-05-04,"Clackamas","Oregon","41005",226,7
"1386",2020-05-04,"Clatsop","Oregon","41007",8,0
"1387",2020-05-04,"Columbia","Oregon","41009",14,0
"1388",2020-05-04,"Coos","Oregon","41011",27,0
"1389",2020-05-04,"Crook","Oregon","41013",1,0
"1390",2020-05-04,"Curry","Oregon","41015",4,0
"1391",2020-05-04,"Deschutes","Oregon","41017",79,0
"1392",2020-05-04,"Douglas","Oregon","41019",24,0
"1393",2020-05-04,"Grant","Oregon","41023",1,0
"1394",2020-05-04,"Harney","Oregon","41025",1,0
"1395",2020-05-04,"Hood River","Oregon","41027",10,0
"1396",2020-05-04,"Jackson","Oregon","41029",49,0
"1397",2020-05-04,"Jefferson","Oregon","41031",14,0
"1398",2020-05-04,"Josephine","Oregon","41033",22,1
"1399",2020-05-04,"Klamath","Oregon","41035",39,0
"1400",2020-05-04,"Lane","Oregon","41039",55,2
"1401",2020-05-04,"Lincoln","Oregon","41041",5,0
"1402",2020-05-04,"Linn","Oregon","41043",97,7
"1403",2020-05-04,"Malheur","Oregon","41045",13,0
"1404",2020-05-04,"Marion","Oregon","41047",561,19
"1405",2020-05-04,"Morrow","Oregon","41049",9,0
"1406",2020-05-04,"Multnomah","Oregon","41051",754,46
"1407",2020-05-04,"Polk","Oregon","41053",49,2
"1408",2020-05-04,"Sherman","Oregon","41055",1,0
"1409",2020-05-04,"Tillamook","Oregon","41057",6,0
"1410",2020-05-04,"Umatilla","Oregon","41059",70,1
"1411",2020-05-04,"Union","Oregon","41061",4,0
"1412",2020-05-04,"Wallowa","Oregon","41063",1,0
"1413",2020-05-04,"Wasco","Oregon","41065",13,1
"1414",2020-05-04,"Washington","Oregon","41067",526,11
"1415",2020-05-04,"Yamhill","Oregon","41071",40,7
"1416",2020-05-05,"Benton","Oregon","41003",39,5
"1417",2020-05-05,"Clackamas","Oregon","41005",231,7
"1418",2020-05-05,"Clatsop","Oregon","41007",17,0
"1419",2020-05-05,"Columbia","Oregon","41009",14,0
"1420",2020-05-05,"Coos","Oregon","41011",28,0
"1421",2020-05-05,"Crook","Oregon","41013",1,0
"1422",2020-05-05,"Curry","Oregon","41015",4,0
"1423",2020-05-05,"Deschutes","Oregon","41017",80,0
"1424",2020-05-05,"Douglas","Oregon","41019",24,0
"1425",2020-05-05,"Grant","Oregon","41023",1,0
"1426",2020-05-05,"Harney","Oregon","41025",1,0
"1427",2020-05-05,"Hood River","Oregon","41027",11,0
"1428",2020-05-05,"Jackson","Oregon","41029",49,0
"1429",2020-05-05,"Jefferson","Oregon","41031",14,0
"1430",2020-05-05,"Josephine","Oregon","41033",24,1
"1431",2020-05-05,"Klamath","Oregon","41035",39,0
"1432",2020-05-05,"Lane","Oregon","41039",55,2
"1433",2020-05-05,"Lincoln","Oregon","41041",5,0
"1434",2020-05-05,"Linn","Oregon","41043",98,7
"1435",2020-05-05,"Malheur","Oregon","41045",13,0
"1436",2020-05-05,"Marion","Oregon","41047",574,19
"1437",2020-05-05,"Morrow","Oregon","41049",10,0
"1438",2020-05-05,"Multnomah","Oregon","41051",769,49
"1439",2020-05-05,"Polk","Oregon","41053",68,2
"1440",2020-05-05,"Sherman","Oregon","41055",1,0
"1441",2020-05-05,"Tillamook","Oregon","41057",6,0
"1442",2020-05-05,"Umatilla","Oregon","41059",73,1
"1443",2020-05-05,"Union","Oregon","41061",4,0
"1444",2020-05-05,"Wallowa","Oregon","41063",1,0
"1445",2020-05-05,"Wasco","Oregon","41065",13,1
"1446",2020-05-05,"Washington","Oregon","41067",531,12
"1447",2020-05-05,"Yamhill","Oregon","41071",41,7
"1448",2020-05-06,"Baker","Oregon","41001",1,0
"1449",2020-05-06,"Benton","Oregon","41003",40,5
"1450",2020-05-06,"Clackamas","Oregon","41005",235,7
"1451",2020-05-06,"Clatsop","Oregon","41007",17,0
"1452",2020-05-06,"Columbia","Oregon","41009",15,0
"1453",2020-05-06,"Coos","Oregon","41011",28,0
"1454",2020-05-06,"Crook","Oregon","41013",1,0
"1455",2020-05-06,"Curry","Oregon","41015",4,0
"1456",2020-05-06,"Deschutes","Oregon","41017",81,0
"1457",2020-05-06,"Douglas","Oregon","41019",24,0
"1458",2020-05-06,"Grant","Oregon","41023",1,0
"1459",2020-05-06,"Harney","Oregon","41025",1,0
"1460",2020-05-06,"Hood River","Oregon","41027",11,0
"1461",2020-05-06,"Jackson","Oregon","41029",49,0
"1462",2020-05-06,"Jefferson","Oregon","41031",18,0
"1463",2020-05-06,"Josephine","Oregon","41033",24,1
"1464",2020-05-06,"Klamath","Oregon","41035",39,0
"1465",2020-05-06,"Lane","Oregon","41039",57,2
"1466",2020-05-06,"Lincoln","Oregon","41041",6,0
"1467",2020-05-06,"Linn","Oregon","41043",99,7
"1468",2020-05-06,"Malheur","Oregon","41045",13,0
"1469",2020-05-06,"Marion","Oregon","41047",592,19
